VarType	CurveType	Round	fpr	tpr
SNV	single	3	0.0846043851287	0.998770569321
SNV	single	3	0.112726406101	0.999054284093
SNV	single	3	1.0	1.0
SNV	single	4	0.0	0.0
SNV	single	4	0.00857959961868	0.9441081899
SNV	single	4	0.00857959961868	0.948931341025
SNV	single	4	0.00881792183031	0.951106487611
SNV	single	4	0.0095328884652	0.951484773974
SNV	single	4	0.0102478551001	0.951768488746
SNV	single	4	0.0107244995234	0.952714204653
SNV	single	4	0.0112011439466	0.953849063741
SNV	single	4	0.0135843660629	0.957915642141
SNV	single	4	0.0135843660629	0.960847361453
SNV	single	4	0.0321734985701	0.988935123889
SNV	single	4	0.0324118207817	0.98912426707
SNV	single	4	0.0336034318398	0.989502553433
SNV	single	4	0.0340800762631	0.990731984112
SNV	single	4	0.034795042898	0.991488556838
SNV	single	4	0.0355100095329	0.991583128428
SNV	single	4	0.0355100095329	0.991677700019
SNV	single	4	0.0395614871306	0.993758275014
SNV	single	4	0.041229742612	0.99451484774
SNV	single	4	0.041229742612	0.994987705693
SNV	single	4	0.0421830314585	0.995460563647
SNV	single	4	0.0483794089609	0.996595422735
SNV	single	4	0.0538608198284	0.996879137507
SNV	single	4	0.0555290753098	0.997068280688
SNV	single	4	0.0564823641563	0.997068280688
SNV	single	4	0.0605338417541	0.997730281823
SNV	single	4	0.0667302192564	0.998108568186
SNV	single	4	0.069590085796	0.998486854549
SNV	single	4	0.0698284080076	0.99858142614
SNV	single	4	0.0765014299333	0.99867599773
SNV	single	4	0.110104861773	0.999054284093
SNV	single	4	1.0	1.0
SNV	single	5	0.0	0.0
SNV	single	5	0.00500476644423	0.898524683185
SNV	single	5	0.00500476644423	0.902780404766
SNV	single	5	0.0114394661582	0.946567051258
SNV	single	5	0.012869399428	0.949687913751
SNV	single	5	0.012869399428	0.949877056932
SNV	single	5	0.0138226882745	0.951201059202
SNV	single	5	0.0145376549094	0.952430489881
SNV	single	5	0.0162059103908	0.952997919425
SNV	single	5	0.0164442326025	0.953376205788
SNV	single	5	0.0188274547188	0.958104785322
SNV	single	5	0.0350333651096	0.986192547759
SNV	single	5	0.0362249761678	0.989218838661
SNV	single	5	0.036701620591	0.989502553433
SNV	single	5	0.0371782650143	0.989691696614
SNV	single	5	0.0378932316492	0.989880839796
SNV	single	5	0.0383698760724	0.989975411386
SNV	single	5	0.0386081982841	0.989975411386
SNV	single	5	0.0433746425167	0.992812559107
SNV	single	5	0.0462345090562	0.993001702289
SNV	single	5	0.0467111534795	0.993474560242
SNV	single	5	0.047664442326	0.993663703423
SNV	single	5	0.0536224976168	0.994987705693
SNV	single	5	0.0543374642517	0.995082277284
SNV	single	5	0.0550524308866	0.995460563647
SNV	single	5	0.0591039084843	0.996027993191
SNV	single	5	0.0622020972355	0.996406279554
SNV	single	5	0.0672068636797	0.997068280688
SNV	single	5	0.0779313632031	0.997635710233
SNV	single	5	0.0800762631077	0.997824853414
SNV	single	5	0.109389895138	0.998486854549
SNV	single	5	1.0	1.0
SNV	single	6	0.0	0.0
SNV	single	6	0.00405147759771	0.901078116134
SNV	single	6	0.00452812202097	0.90467183658
SNV	single	6	0.00452812202097	0.904860979762
SNV	single	6	0.00881792183031	0.952241346699
SNV	single	6	0.00977121067684	0.953849063741
SNV	single	6	0.0107244995234	0.954605636467
SNV	single	6	0.0126310772164	0.959239644411
SNV	single	6	0.0131077216397	0.960941933043
SNV	single	6	0.0133460438513	0.96179307736
SNV	single	6	0.0245471877979	0.987611121619
SNV	single	6	0.0278836987607	0.990542840931
SNV	single	6	0.0281220209724	0.990731984112
SNV	single	6	0.0285986653956	0.990921127293
SNV	single	6	0.0305052430887	0.991677700019
SNV	single	6	0.0331267874166	0.991961414791
SNV	single	6	0.0333651096282	0.991961414791
SNV	single	6	0.0383698760724	0.993852846605
SNV	single	6	0.0407530981888	0.994041989786
SNV	single	6	0.0426596758818	0.994231132968
SNV	single	6	0.0431363203051	0.994325704558
SNV	single	6	0.0507626310772	0.995365992056
SNV	single	6	0.0519542421354	0.995649706828
SNV	single	6	0.0531458531935	0.995838850009
SNV	single	6	0.0576739752145	0.996595422735
SNV	single	6	0.0617254528122	0.997068280688
SNV	single	6	0.0638703527169	0.997446567051
SNV	single	6	0.0736415633937	0.997919425005
SNV	single	6	0.0748331744519	0.997919425005
SNV	single	6	0.101286939943	0.998770569321
SNV	single	6	1.0	1.0
SNV	single	7	0.0	0.0
SNV	single	7	0.00548141086749	0.911670134292
SNV	single	7	0.00548141086749	0.914980139966
SNV	single	7	0.00548141086749	0.915263854738
SNV	single	7	0.00929456625357	0.950633629658
SNV	single	7	0.00977121067684	0.953187062606
SNV	single	7	0.0102478551001	0.953849063741
SNV	single	7	0.0142993326978	0.958577643276
SNV	single	7	0.0142993326978	0.960185360318
SNV	single	7	0.0147759771211	0.960941933043
SNV	single	7	0.0314585319352	0.987894836391
SNV	single	7	0.0316968541468	0.987894836391
SNV	single	7	0.0333651096282	0.989502553433
SNV	single	7	0.0336034318398	0.989786268205
SNV	single	7	0.0336034318398	0.990069982977
SNV	single	7	0.034795042898	0.990637412521
SNV	single	7	0.0359866539561	0.991583128428
SNV	single	7	0.0386081982841	0.991961414791
SNV	single	7	0.0417063870353	0.993569131833
SNV	single	7	0.0431363203051	0.993947418196
SNV	single	7	0.0507626310772	0.995082277284
SNV	single	7	0.0519542421354	0.995555135237
SNV	single	7	0.0533841754051	0.996122564782
SNV	single	7	0.0550524308866	0.996406279554
SNV	single	7	0.0562440419447	0.996406279554
SNV	single	7	0.0595805529075	0.996973709098
SNV	single	7	0.0643469971401	0.997162852279
SNV	single	7	0.0660152526215	0.99725742387
SNV	single	7	0.0700667302193	0.997635710233
SNV	single	7	0.0834127740705	0.998486854549
SNV	single	7	0.117969494757	0.998959712502
SNV	single	7	0.999761677788	0.999905428409
SNV	single	7	1.0	1.0
SNV	single	8	0.0	0.0
SNV	single	8	0.00691134413727	0.912899564971
SNV	single	8	0.00738798856053	0.917911859277
SNV	single	8	0.00738798856053	0.91829014564
SNV	single	8	0.00738798856053	0.919897862682
SNV	single	8	0.012869399428	0.952052203518
SNV	single	8	0.012869399428	0.952241346699
SNV	single	8	0.0142993326978	0.957253641006
SNV	single	8	0.0319351763584	0.983544543219
SNV	single	8	0.0321734985701	0.985719689805
SNV	single	8	0.0326501429933	0.986192547759
SNV	single	8	0.0333651096282	0.988178551163
SNV	single	8	0.034795042898	0.990826555703
SNV	single	8	0.0357483317445	0.99177227161
SNV	single	8	0.036701620591	0.992339701154
SNV	single	8	0.0371782650143	0.992717987517
SNV	single	8	0.0436129647283	0.994325704558
SNV	single	8	0.0450428979981	0.994987705693
SNV	single	8	0.0479027645377	0.995082277284
SNV	single	8	0.0488560533842	0.995460563647
SNV	single	8	0.0574356530029	0.996311707963
SNV	single	8	0.0576739752145	0.996595422735
SNV	single	8	0.0612488083889	0.997162852279
SNV	single	8	0.0657769304099	0.997446567051
SNV	single	8	0.0681601525262	0.997824853414
SNV	single	8	0.0688751191611	0.998013996595
SNV	single	8	0.0700667302193	0.998013996595
SNV	single	8	0.0705433746425	0.998013996595
SNV	single	8	0.0738798856053	0.998297711368
SNV	single	8	0.07602478551	0.99867599773
SNV	single	8	0.0831744518589	0.998865140912
SNV	single	8	0.108436606292	0.998959712502
SNV	single	8	1.0	1.0
SNV	single	9	0.0	0.0
SNV	single	9	0.00428979980934	0.899659542274
SNV	single	9	0.0047664442326	0.902969547948
SNV	single	9	0.00500476644423	0.903536977492
SNV	single	9	0.0100095328885	0.95101191602
SNV	single	9	0.010962821735	0.953754492151
SNV	single	9	0.0116777883699	0.953943635332
SNV	single	9	0.0116777883699	0.954416493285
SNV	single	9	0.0121544327931	0.955456780783
SNV	single	9	0.0133460438513	0.956686211462
SNV	single	9	0.0297902764538	0.984206544354
SNV	single	9	0.0331267874166	0.989313410252
SNV	single	9	0.0364632983794	0.991110270475
SNV	single	9	0.0369399428027	0.992055986382
SNV	single	9	0.0374165872259	0.992245129563
SNV	single	9	0.0390848427073	0.992717987517
SNV	single	9	0.0438512869399	0.994041989786
SNV	single	9	0.0462345090562	0.994893134103
SNV	single	9	0.0483794089609	0.994987705693
SNV	single	9	0.0488560533842	0.995365992056
SNV	single	9	0.0495710200191	0.995460563647
SNV	single	9	0.0560057197331	0.996311707963
SNV	single	9	0.0605338417541	0.996689994326
SNV	single	9	0.0622020972355	0.996973709098
SNV	single	9	0.0638703527169	0.997068280688
SNV	single	9	0.0669685414681	0.997162852279
SNV	single	9	0.0710200190658	0.99725742387
SNV	single	9	0.0712583412774	0.99725742387
SNV	single	9	0.0753098188751	0.997446567051
SNV	single	9	0.0822211630124	0.998013996595
SNV	single	9	0.112964728313	0.998297711368
SNV	single	9	1.0	1.0
