VarType	CurveType	Round	fpr	tpr
SNV	single	0	0.0	0.0
SNV	single	0	0.00023832221163	0.000283714772082
SNV	single	0	0.00571973307912	0.90192926045
SNV	single	0	0.00595805529075	0.905333837715
SNV	single	0	0.0100095328885	0.949782485341
SNV	single	0	0.0102478551001	0.952146775109
SNV	single	0	0.0107244995234	0.952525061472
SNV	single	0	0.0112011439466	0.954321921695
SNV	single	0	0.0114394661582	0.955551352374
SNV	single	0	0.0140610104862	0.959996217136
SNV	single	0	0.0290753098189	0.986192547759
SNV	single	0	0.0316968541468	0.988178551163
SNV	single	0	0.032888465205	0.988651409117
SNV	single	0	0.0331267874166	0.989218838661
SNV	single	0	0.0338417540515	0.989880839796
SNV	single	0	0.0350333651096	0.990921127293
SNV	single	0	0.0395614871306	0.992623415926
SNV	single	0	0.0417063870353	0.992812559107
SNV	single	0	0.0426596758818	0.993379988651
SNV	single	0	0.0481410867493	0.995460563647
SNV	single	0	0.0486177311725	0.995649706828
SNV	single	0	0.0490943755958	0.995649706828
SNV	single	0	0.0498093422307	0.995838850009
SNV	single	0	0.0550524308866	0.996500851144
SNV	single	0	0.058627264061	0.99725742387
SNV	single	0	0.0591039084843	0.997351995461
SNV	single	0	0.0602955195424	0.997635710233
SNV	single	0	0.0629170638704	0.998013996595
SNV	single	0	0.0803145853194	0.998486854549
SNV	single	0	0.10819828408	0.999054284093
SNV	single	0	1.0	1.0
SNV	single	1	0.0	0.0
SNV	single	1	0.00023832221163	0.0
SNV	single	1	0.00381315538608	0.901740117269
SNV	single	1	0.0047664442326	0.906752411576
SNV	single	1	0.0047664442326	0.907036126348
SNV	single	1	0.0100095328885	0.95365992056
SNV	single	1	0.0100095328885	0.955835067146
SNV	single	1	0.0112011439466	0.958861358048
SNV	single	1	0.0119161105815	0.959996217136
SNV	single	1	0.0252621544328	0.987043692075
SNV	single	1	0.0255004766444	0.987232835256
SNV	single	1	0.0262154432793	0.988840552298
SNV	single	1	0.0276453765491	0.989313410252
SNV	single	1	0.0278836987607	0.989407981842
SNV	single	1	0.0278836987607	0.989502553433
SNV	single	1	0.0316968541468	0.9918668432
SNV	single	1	0.0321734985701	0.992528844335
SNV	single	1	0.0364632983794	0.994420276149
SNV	single	1	0.036701620591	0.994420276149
SNV	single	1	0.0383698760724	0.99451484774
SNV	single	1	0.0400381315539	0.994703990921
SNV	single	1	0.041229742612	0.994893134103
SNV	single	1	0.0481410867493	0.9959334216
SNV	single	1	0.0526692087703	0.996311707963
SNV	single	1	0.0583889418494	0.997162852279
SNV	single	1	0.0600571973308	0.997162852279
SNV	single	1	0.0698284080076	0.997730281823
SNV	single	1	0.0712583412774	0.997730281823
SNV	single	1	0.105815061964	0.998486854549
SNV	single	1	0.999761677788	0.999905428409
SNV	single	1	1.0	1.0
SNV	single	2	0.0	0.0
SNV	single	2	0.00738798856053	0.913183279743
SNV	single	2	0.00738798856053	0.91819557405
SNV	single	2	0.00762631077216	0.91829014564
SNV	single	2	0.0119161105815	0.950349914886
SNV	single	2	0.0121544327931	0.952430489881
SNV	single	2	0.0121544327931	0.952714204653
SNV	single	2	0.0123927550048	0.953187062606
SNV	single	2	0.0126310772164	0.953281634197
SNV	single	2	0.0147759771211	0.958483071685
SNV	single	2	0.0152526215443	0.959807073955
SNV	single	2	0.0288369876072	0.986287119349
SNV	single	2	0.0300285986654	0.987421978438
SNV	single	2	0.0305052430887	0.987421978438
SNV	single	2	0.0305052430887	0.987516550028
SNV	single	2	0.0336034318398	0.990069982977
SNV	single	2	0.0355100095329	0.990637412521
SNV	single	2	0.039323164919	0.991961414791
SNV	single	2	0.0400381315539	0.992907130698
SNV	single	2	0.0417063870353	0.994420276149
SNV	single	2	0.0431363203051	0.994893134103
SNV	single	2	0.0443279313632	0.995082277284
SNV	single	2	0.0505243088656	0.996406279554
SNV	single	2	0.0536224976168	0.996500851144
SNV	single	2	0.0552907530982	0.996595422735
SNV	single	2	0.0588655862726	0.996784565916
SNV	single	2	0.0629170638704	0.997541138642
SNV	single	2	0.0679218303146	0.997824853414
SNV	single	2	0.0734032411821	0.998013996595
SNV	single	2	0.100095328885	0.99858142614
SNV	single	2	1.0	1.0
SNV	single	3	0.0	0.0
SNV	single	3	0.00500476644423	0.914034424059
SNV	single	3	0.00524308865586	0.918857575184
SNV	single	3	0.00524308865586	0.919425004729
SNV	single	3	0.00786463298379	0.952619633062
SNV	single	3	0.00810295519542	0.953092491016
SNV	single	3	0.00929456625357	0.956024210327
SNV	single	3	0.0116777883699	0.961036504634
SNV	single	3	0.0123927550048	0.962738793267
SNV	single	3	0.0290753098189	0.986949120484
SNV	single	3	0.0293136320305	0.9878002648
SNV	single	3	0.0338417540515	0.991393985247
SNV	single	3	0.0343183984747	0.9918668432
SNV	single	3	0.0352716873213	0.991961414791
SNV	single	3	0.0357483317445	0.992245129563
SNV	single	3	0.0362249761678	0.992434272744
SNV	single	3	0.0397998093422	0.993758275014
SNV	single	3	0.0424213536702	0.994041989786
SNV	single	3	0.0428979980934	0.994325704558
SNV	single	3	0.0443279313632	0.994420276149
SNV	single	3	0.0519542421354	0.995744278419
SNV	single	3	0.0529075309819	0.9959334216
SNV	single	3	0.0545757864633	0.996027993191
SNV	single	3	0.0555290753098	0.996122564782
SNV	single	3	0.0626787416587	0.99725742387
SNV	single	3	0.0660152526215	0.997919425005
SNV	single	3	0.0691134413727	0.998392282958
SNV	single	3	0.0736415633937	0.99858142614
